132,0.18,0.38
133,0.15,0.32
134,0.15,0.3
135,0.13,0.33
136,0.15,0.35
137,0.2,0.23
138,0.18,0.31
139,0.24,0.18
140,0.19,0.34
141,0.22,0.23
142,0.18,0.32
143,0.18,0.59
144,0.18,0.62
145,0.17,0.61
146,0.2,0.56
147,0.18,0.63
148,0.19,0.61
149,0.2,0.54
150,0.18,0.46
151,0.15,0.39
152,0.18,0.33
153,0.18,0.31
154,0.18,0.35
155,0.15,0.33
156,0.17,0.36
157,0.18,0.38
158,0.16,0.38
159,0.18,0.38
160,0.17,0.39
161,0.18,0.37
162,0.19,0.45
163,0.19,0.48
164,0.2,0.53
165,0.22,0.58
166,0.22,0.57
167,0.22,0.57
168,0.23,0.59
169,0.19,0.57
170,0.22,0.57
171,0.23,0.6
172,0.24,0.63
173,0.21,0.61
174,0.22,0.42
175,0.19,0.38
176,0.17,0.35
177,0.17,0.34
178,0.18,0.34
179,0.17,0.45
180,0.2,0.5
181,0.21,0.44
182,0.2,0.48
183,0.2,0.42
184,0.2,0.48
185,0.21,0.5
186,0.23,0.55
187,0.21,0.57
188,0.24,0.63
189,0.22,0.55
190,0.23,0.59
191,0.2,0.62
192,0.2,0.53
193,0.22,0.54
194,0.2,0.54
195,0.19,0.48
196,0.21,0.38
197,0.18,0.35
198,0.19,0.35
199,0.19,0.42
200,0.2,0.44
201,0.19,0.44
202,0.2,0.41
203,0.21,0.39
204,0.2,0.39
205,0.19,0.38
206,0.21,0.4
207,0.19,0.39
208,0.18,0.4
209,0.21,0.42
210,0.22,0.39
211,0.23,0.4
212,0.21,0.37
213,0.21,0.38
214,0.21,0.4
215,0.24,0.39
216,0.31,0.19
217,0.31,0.26
218,0.26,0.25
219,0.3,0.26
220,0.3,0.3
221,0.3,0.37
222,0.24,0.41
223,0.15,0.33
224,0.14,0.38
225,0.17,0.5
226,0.19,0.45
227,0.22,0.47
228,0.24,0.46
229,0.25,0.47
230,0.25,0.43
231,0.26,0.48
232,0.25,0.48
233,0.27,0.14
234,0.25,0.48
235,0.22,0.51
236,0.33,0.2
237,0.21,0.52
238,0.21,0.41
239,0.2,0.43
240,0.22,0.39
241,0.24,0.47
242,0.22,0.38
243,0.22,0.38
244,0.19,0.38
245,0.2,0.39
246,0.21,0.25
247,0.2,0.38
248,0.21,0.34
249,0.21,0.36
250,0.2,0.34
251,0.22,0.37
252,0.21,0.33
253,0.2,0.38
254,0.18,0.32
255,0.18,0.38
256,0.19,0.31
257,0.19,0.35
258,0.18,0.35
259,0.2,0.39
260,0.21,0.31
261,0.24,0.48
262,0.2,0.36
263,0.25,0.48
264,0.23,0.44
265,0.24,0.5
266,0.19,0.52
267,0.25,0.5
268,0.28,0.5
269,0.27,0.51
270,0.23,0.39
271,0.27,0.49
272,0.25,0.43
273,0.27,0.54
274,0.22,0.46
275,0.25,0.55
276,0.22,0.43
277,0.25,0.5
278,0.24,0.38
279,0.26,0.48
280,0.25,0.43
281,0.22,0.43
282,0.17,0.17
283,0.26,0.41
284,0.22,0.38
285,0.24,0.44
286,0.29,0.5
287,0.26,0.19
288,0.26,0.22
289,0.26,0.21
290,0.26,0.23
291,0.26,0.24
292,0.31,0.19
293,0.31,0.24
294,0.27,0.45
295,0.32,0.26
296,0.3,0.25
297,0.31,0.25
298,0.33,0.43
299,0.31,0.36
300,0.27,0.49
301,0.31,0.27
302,0.32,0.28
303,0.28,0.27
304,0.27,0.33
305,0.3,0.25
306,0.27,0.23
307,0.21,0.37
308,0.27,0.26
309,0.28,0.25
310,0.22,0.3
311,0.26,0.23
312,0.31,0.18
313,0.25,0.28
314,0.23,0.51
315,0.29,0.52
316,0.28,0.28
317,0.27,0.29
318,0.28,0.23
319,0.27,0.17
320,0.28,0.27
321,0.29,0.32
322,0.3,0.26
323,0.29,0.26
324,0.27,0.27
325,0.3,0.27
326,0.17,0.31
327,0.16,0.34
328,0.16,0.33
329,0.15,0.35
330,0.16,0.38
331,0.17,0.32
332,0.16,0.37
333,0.17,0.35
334,0.18,0.33
335,0.17,0.33
336,0.17,0.36
337,0.19,0.34
338,0.16,0.34
339,0.18,0.32
340,0.18,0.33
341,0.17,0.33
342,0.18,0.35
343,0.18,0.36
344,0.18,0.35
345,0.19,0.36
346,0.19,0.34
347,0.19,0.35
348,0.17,0.36
349,0.17,0.34
350,0.19,0.38
351,0.18,0.37
352,0.19,0.36
353,0.22,0.41
354,0.21,0.45
355,0.23,0.46
356,0.2,0.41
357,0.21,0.47
358,0.2,0.41
359,0.21,0.46
360,0.21,0.47
361,0.19,0.44
362,0.21,0.45
363,0.2,0.48
364,0.21,0.47
365,0.2,0.42
366,0.2,0.3
367,0.2,0.29
368,0.22,0.3
369,0.2,0.29
370,0.21,0.31
371,0.19,0.3
372,0.18,0.35
373,0.24,0.43
374,0.21,0.39
375,0.19,0.4
376,0.2,0.38
377,0.2,0.5
378,0.21,0.62
379,0.19,0.64
380,0.22,0.63
381,0.23,0.57
382,0.21,0.34
383,0.19,0.39
384,0.2,0.32
385,0.19,0.32
386,0.2,0.3
387,0.18,0.31
388,0.18,0.32
389,0.2,0.32
390,0.19,0.33
391,0.21,0.36
392,0.2,0.37
393,0.2,0.42
394,0.21,0.43
395,0.21,0.48
396,0.19,0.38
397,0.23,0.37
398,0.23,0.49
399,0.21,0.48
400,0.21,0.49
401,0.22,0.53
402,0.21,0.55
403,0.2,0.52
404,0.2,0.56
405,0.2,0.56
406,0.21,0.54
407,0.21,0.51
408,0.23,0.44
409,0.13,0.44
410,0.25,0.48
411,0.22,0.42
412,0.22,0.34
413,0.35,0.27
414,0.34,0.38
415,0.28,0.34
416,0.15,0.42
417,0.26,0.39
418,0.29,0.36
419,0.32,0.26
420,0.31,0.24
421,0.27,0.36
422,0.27,0.52
423,0.28,0.52
424,0.29,0.51
425,0.29,0.51
426,0.3,0.49
427,0.29,0.49
428,0.25,0.48
429,0.19,0.33
430,0.19,0.28
431,0.18,0.28
432,0.17,0.28
433,0.18,0.28
434,0.2,0.26
435,0.21,0.26
436,0.19,0.2
437,0.2,0.2
438,0.2,0.28
439,0.2,0.3
440,0.26,0.29
441,0.25,0.24
442,0.26,0.3
443,0.22,0.25
444,0.22,0.31
445,0.22,0.3
446,0.22,0.31
447,0.25,0.29
448,0.2,0.3
449,0.24,0.3
450,0.18,0.32
451,0.13,0.41
